registration,raw_name,clean_name,category
83900015,Adharashram,maharashtra,0
83900116,Arpan Thalassemiya Society,aryan thalassemiya,0
83900033,Bal Yeshu Bhawan,bal yeshu bhawan,0
083900041,Catholic Diocese Of Nashik,catholic diocese nashik,1
83900045,Divya Daan Nashik,divya daan nashik,0
83900112,Gharkul Parivar Sanstha,harmful private spanish,0
83900098,Gosavi Bahuuddeshiya Sanstha,save bahuuddeshiya spanish,0
83900014,MAHARASHTRA PRABODHAN SEVA MANDAL,maharashtra prabodhan sea mandal,0
83900123,MAHARASHTRA SAMAJ SEVA SANGH,maharashtra samaj sea sangh,0
83900070,Navjeevan Education Society,navjeevan,0
83900066,Navjeevan World Peace and Research Foundation,navjeevan world peace research,0
83900086,PRAGATI ABHIYAN,pragmatic arabian,0
083900022,Rural Gospel & Medical Mission Of India,gospel medical mission,1
83900121,Shri Ramakrishna Arogya Sansthan,shri ramakrishna royal samantha,0
83900061,Shri Saptashrung Niwasini Devi Trust,shri saptashrung niwasini devi,0
83900005,The Leprosy M.vocational Training Centre,leprosy vocational training,0
083900054,The Manmad St. Xavier's Society,manmade st xavier,1
083900039,The Manmad St.vincent's Society,manmade st vincent,1
083900030,Vicenta Maria Social Service Society,vicente maria,1
83900087,Vipassana International Childrens Academy And Research Center,vipassana international childrens academy research center,0
83900093,Vishwas Dnyan Prabodhini and Research Institute,vishwas dayan prabodhini research institute,0
83900103,Yash Foundation,yash,0
83900091,YOG VIDYA GURUKUL,yog vidya gurukul,0
83900077,YUVA MITRA,uva mitra,0
83850061,AL HAMD EDUCATION AND WELFARE SOCIETY,al,0
83850029,Amardeep Charitable Trust,amardeep,0
83850064,Anubhav Pratishthan Trust,anubhav pratishthan,0
83850006,Disha Kendra,dish kendra,0
83850055,Friends of Children Organisation Maharashtra,friend child organisation maharashtra,0
83850054,GRAM VIKAS AROGYA SEVABHAVI SANSTHA,gram vikas royal sevabhavi spanish,0
83850017,Janhit Vikas Trust,gandhi vikas,0
83850036,JANKALYAN TRUST,jankalyan,0
83850023,Jyothis Charitable Trust,houthis,0
83850046,kai ramchandra kurulkar bahuudeshiy shikshan sanstha,kai ramchandra kurulkar bahuudeshiy shikshan spanish,0
83850041,Laxmi Charitable Trust,laxmi,0
83850053,MAHARASHTRA SAMAJIK VIKAS TRUST,maharashtra samurai vikas,0
83850050,MAZI SAINIK SHIKSHAN ANI SWASTYA KALYAN SANSTHA,mazi sainik shikshan ani swastya kalyan spanish,0
83850062,PRIME EDUCATION HEALTH LEARNING SERVICES,prime health learning service,0
083850048,RAYS OF HOPE MINISTRIES,ray hope ministry,1
83850015,Sakav Pen Prakalp,saka pen prakalp,0
83850001,Society Of The Servants Of The Holy Spirit,servant holy spirit,0
83850052,Suhit Jeevan Trust,suit jean,0
83850007,Swarga Dwar,swarga war,0
83850063,TEJASWI TRUST,tease,0
083850016,The Bethany Society,bethany,1
83850025,Youth For Unity And Voluntary Action,youth unity voluntary action,0
83870189,Amrapali Utkarsh Sangh,amrapali guitar sangh,0
83870206,ANUGRAHA ARADHANA SEWAKAI SANSTHA,anugraha maradona sewakai spanish,0
83870181,Anugraha Seva Mandal,anugraha sea mandal,0
83870259,AROHA MULTIPURPOSE SOCIETY,aroma multipurpose,0
83870253,ARSHA VIJANANA GURUKULAM,aisha vijanana gurukulam,0
83870191,Aryalok Education Society,karaoke,0
83870168,Ashirvad Kanti,ashirvad anti,0
83870239,B B EDUCATION AND WELFARE SOCIETY,b b,0
083870274,Bethel,bethel,1
83870077,Bhartiya Adim Jati Sevak Sangh,bharatiya aim ati sevak sangh,0
83870174,Bhartiya Sewak Sangati,bharatiya sea shanghai,0
83870124,Central India Institute Of Med. Sciences,central institute med science,0
083870016,Christian Service Agency,christian agency,1
083870065,Church of North India Social Service Institute,church north institute,1
083870033,Community Baptist Church Association,community baptist church,1
83870163,DATTA MEGHE INSTITUTE OF HIGHER EDUCATION AND RESEARCH  NAGPUR,datta meghe institute high research nagpur,0
83870230,DEENA SEVA SABHA,deena sea sabha,0
83870136,Devi Ahalya Bai Smarak Samiti,devi hardly bai smarak samiti,0
083870029,Dominican Fathers Nagpur Society,dominican father nagpur,1
83870302,Dr. Aabaji Thatte Seva Aur Anusandhan Sanstha,dr arabia thatte sea aur anusandhan spanish,0
083870212,EASTERN MAHARASHTRA DISTRICT ASSEMBLY OF THE CHURCH OF THE NAZARENE,eastern maharashtra district assembly church nazarene,1
83870120,Ecumencal Sangam,ecumenical sangam,0
83870011,Ecumenical Development Centre Of India,ecumenical,0
083870156,Educational Society Of The Sister's Of The Poor Servants Of Divine Providence,sister poor servant divine providence,1
83870296,Emerge Association Nagpur,emerge nagpur,0
083870229,FAITH MINISTRY DEVELOPMENT SOCIETY,faith ministry,1
083870223,GOSPEL BELIEVERS MISSION OF INDIA,gospel believer mission,1
83870157,Gram Sewa Sangh,gram sea sangh,0
083870043,Harvest Mission For Christ In India,harvest mission christ,1
83870001,Home For The Aged & Handicapped,home age handicap,0
083870285,House of Oneness Ministries Nagpur,house oneness ministry nagpur,1
83870207,Indian Centre for Integrated Development,indian integrate,0
83870032,Indian Institute Of Youth Welfare,indian institute youth,0
83870154,INDIAN SOCIAL SERVICE UNIT OF EDUCATION,indian unit,0
83870226,Indian Social Welfare Association,indian,0
83870209,Inheritors Trust,interior,0
83870133,Ish-kripa Society Of The Poor Servants,ish kripa poor servant,0
83870268,JAI DURGA BAHUUDESHIYA SHIKSHAN SANSTTHA,jai durga bahuudeshiya shikshan samantha,0
083870106,Jeevan Dhara Society Of St.joseph,jean dhara st joseph,1
83870115,Jeevidat Education Society,jeevidat,0
83870260,Krida Vikas Sanstha Nagpur,frida vikas spanish nagpur,0
83870255,LATE RADHIKABAI MEGHE MAHILA SHIKSHAN SANSTHA NAGPUR,late radhikabai meghe manila shikshan spanish nagpur,0
83870298,MADHAV NETRALAYA EYE INSTITUTE AND RESEARCH CENTRE,madhav netralaya eye institute research,0
83870193,Manav Seva Lok Kalyan mahasangh,mana sea lok kalyan mahasangh,0
83870221,Manav Vikas Bahuudheshiya Gramin Seva Sanstha,mana vikas bahuudheshiya grain sea spanish,0
083870183,MEDICAL SISTERS OF ST FRANCIS OF ASSISI NAGPUR,medical sister st francis assisi nagpur,1
083870104,MESSENGERS FOR CHRIST IN INDIA,messenger christ,1
83870137,Millat Educational & Social Welfare,millet,0
83870155,Mission India,mission,0
083870110,Mount Carmel Educational Society,mount carmel,1
83870303,NAGAI NARAYANJI MEMORIAL FOUNDATION,nagai narayana memorial,0
83870165,Nagar Yuwak Shishan Sanstha,nagar walk shishan spanish,0
83870211,NAGARJUNA  TRAINING  INSTITUTE  NAGPUR,nagarjuna train institute nagpur,0
83870194,Nageshwara Charitable Trust,nageshwara,0
083870040,Nagpur Diocessan Council,nagpur diocesan council,1
083870030,Nagpur Houses Of Mary Immachulate,nagpur house mary immaculate,1
83870038,Nagpur Marysalian Society,nagpur marysalian,0
83870045,Nagpur Multipurpose Social Serv. Society,nagpur multipurpose serv,0
83870042,Nagpur Rc D Corporation Pvt Ltd,nagpur rc corporation pvt ltd,0
83870089,National Institute Of Women Child and Youth Development,national institute woman child youth,0
83870208,NAV JEEVAN SANSTHA,nav jean spanish,0
83870218,Nisarg Vidnyan Mandal ( NiViM),nascar vidnyan mandal nivim,0
83870158,Om Drishti Trust,om drastic,0
83870020,Our Lady Of Fatima Parish Society,lady fatima parish,0
83870125,Pannyametta Sangha,pannyametta sangha,0
83870195,Pilar Niketan Society,pilar tibetan,0
83870292,POONAM NAVNIRMAN SANSTHA,poonam navnirman spanish,0
83870238,PRABHU PRAKASH COMMUNITY DEVELOPMENT SOCIETY,prague prakash community,0
83870299,PRADNYA MAITRI PRATISTHAN,pravda maitri pratisthan,0
83870076,Prakash Institute Of India,prakash institute,0
83870107,Prakriti,prakriti,0
83870068,Ramakrishna Math,ramakrishna math,0
83870261,RUBI SOCIAL WELFARE SOCIETY,rubi,0
83870176,Rural Uplift Service Association of India,uplift,0
083870102,Sacred Heart Provincialate Of Assisi Sisters Of Mary Immaculate,sacred heart provincialate assisi sister mary immaculate,1
83870231,Sahyadri Gramin Vikas Va Bahuuddeshiya Yuvak Kalyan Santha,sahyadri grain vikas va bahuuddeshiya yuvak kalyan santa,0
83870290,SAMDRUSHTI KSHAMATA VIKAS EVAM ANUSANDHAN MANDAL SAKSHAM,samdrushti samantha vikas exam anusandhan mandal ashamed,0
83870135,Sandnya Sanwardhan Sanstha,sandnya sanwardhan spanish,0
83870278,SHARANSTHAN CHARITABLE SOCIETY,sharansthan,0
83870256,SHRI VIDYARTHI SUDHAR SANGH,shri vidyarthi sudhar sangh,0
83870248,SILMU CHARITBALE SOCIETY,silmu,0
83870166,Society for Rural and Urban Joint Activities,urban joint activity,0
083870147,Society Of The Good Sheperd Sisters,good sheperd sister,1
083870026,St Anthonys Education Society,st anthony,1
083870064,St. Charles Education Society,st charles,1
083870117,St. Francis De Sales Parishsociety,st francis de sale parishsociety,1
083870080,St. Ursi;a Gorl'shigh School,st uri goal high school,1
83870297,SUNSHINE FOUNDATION,sunshine,0
83870129,Swami Vivekanand Medical Mission,swami vivekananda medical mission,0
83870044,The Blind Relief Association,blind relief,0
083870012,THE NAGPUR FRANSALIAN CORPORATION,nagpur fransalian corporation,1
83870167,The Nagpur Pallotine Society,nagpur palestine,0
83870224,The Poor Children Education Care Society,poor child care,0
83870178,The Prachodana Society,prachodana,0
83870204,Tiger Research and Conservation Trust,tiger research conservation,0
83870145,Trailokya Bouddha Mashasangha Ksahayak Gana Nagaloka,trailokya buddha mashasangha ksahayak gana nagaloka,0
83870134,Vardaan Indian Association For Promotion Of Adoption Vidarbha Chapter,vardaan indian promotion adoption vidarbha chapter,0
83870300,VET MED OUTREACH,vet med outreach,0
83870152,Vidarbha Nature Conservation Society,vidarbha nature conservation,0
83870258,VILLAGE CARE SOCIETY,village care,0
83870177,Vishwodaya Multipurpose Social Service Society,vishwodaya multipurpose,0
83870270,Vision India,vision,0
83870252,Yuva Rural Association,uva,0
83860235,Anand Shaikshanik Samajik Sevabhavi Sanstha Kalajwade,anand shaikshanik samurai sevabhavi spanish kalajwade,0
083860262,CARMEL ASHISH CHARITABLE TRUST,carmel ashish,1
83860253,GADHINGLAJ LIONS WELFARE ASSOCIATION,gadhinglaj lion,0
83860035,Gayan Samaj Deval Club,mayan samaj deal club,0
83860254,Gems Maharashtra Trust,gem maharashtra,0
83860033,Helpers Of The Handicapped Kolhapur,helper handicap kolhapur,0
083860027,Kolhapur Church Council,kolhapur church council,1
83860031,Muslim Samaj Prabhodhan Va Shikshan Santha,muslim samaj prabhodhan va shikshan santa,0
083860029,ROMAN CATHOLIC CHURCH OF OUR LADY OF ROSARY,roman catholic church lady rosary,1
83860036,Sangli Mission Society,sangli mission,0
083860030,Society Of Sisters Of The Cross,sister cross,1
84110001,Prerana Multipurpose Society,persian multipurpose,0
84100009,JAMEHA DARUL IHSAAN,jameha daryl ihsaan,0
84100003,Janarth Adiwasi Vikas Sanstha,january adiwasi vikas spanish,0
84100026,SATPUDA HUMAN WELFARE FOUNDATION BHUJGAON TAL AKRANI DIST NANDURBAR,saturday human bhujgaon tal akrani dist nandurbar,0
083820007,Suvarta Alliance Ministries Trust,stuart alliance ministry,1
84090005,UGAM GRAMIN VIKAS SANSTHA UMRA,guam grain vikas spanish umar,0
83781340,ARPAN,aryan,0
83780109,Association for Leprosy Education Rehabilitation and Treatment - India ALERT - INDIA,leprosy rehabilitation treatment alert,0
84040026,BHARDA MARZBAN EDUCATIONAL TRUST,bharda marzban,0
84040001,Capuchin Friars Minor Society,capuchin friar minor,0
84040019,FRIENDS OF MAX,friend max,0
84040005,ISKCON Food Relief Foundation,iskcon food relief,0
84040013,JANA RAKSHITA CHARITABLE TRUST,jana rakshita,0
84040003,Kalyan Vigyan Trust,kalyan vigyan,0
83781558,Muskaan Sharing Smiles,mustafa share smile,0
84040014,POPULATION FIRST,population first,0
84040002,Santhome Charitable Trust Of Kalyan,santhome kalyan,0
84040011,SHRI HALAI LOHANA MAHAJAN TRUST,shri dalai lohan mahajan,0
84040022,Social Upliftment And Development For Health Action,upliftment health action,0
084040012,St.Jude India ChildCare Centres,st jude childcare centre,1
84040009,THE MOGAVEERA VYAVASTHAPAKA MANDALI,mogaveera vyavasthapaka mandali,0
84040023,UDAAN WELFARE FOUNDATION,udaan,0
84040024,UJJWALA PLUS FOUNDATION,ujjwala plus,0
84040016,VIVEKANANDA YOUTH FORUM,vivekananda youth forum,0
84040018,Young Ladies High School,young lady high school,0
084070003,Bishop Valerian D'Souza Episcopal Silver Jubilee Social Service Society,bishop valerian souza episcopal silver jubilee,1
84070004,MALVAN  EDUCATION  SOCIETY MALVAN,malian malian,0
84070001,Medical Mission Secular Institute,medical mission secular institute,0
084070013,SINDHUDURG DIOCESAN DEVELOPMENT SOCIETY,sindhudurg diocesan,1
84070005,Sindhudurg District Ex. Servicemen Association,sindhudurg district ex serviceman,0
084070008,THE DIOCESE OF SINDHUDURG,diocese sindhudurg,1
084070014,THE SINDHUDURG DIOCESAN EDUCATIONAL TRUST,sindhudurg diocesan,1
83990074,AASARA,aasara,0
83990170,Action Research Centre,action research,0
83990045,Akhil Bhartiya Magasvarjiya Samaj Probo-,akhil bharatiya magasvarjiya samaj probe,0
83990088,Amcha Ghar,amcha ghar,0
83990173,AmeriCares India Foundation,americares,0
83990125,Asra Foundation,asra,0
83990035,Assn For Rural People For Heal Edu Needs,assn people heal edu need,0
83990108,Association of Parents of Mentally Retarded Children,parent mentally retard child,0
83990086,Bassein Urdu Education Society,pass urdu,0
83990253,Bayer Foundation India,bayer,0
083990085,Bethany Trust,bethany,1
083990228,BOSCO SAMAJIK VIKAS SANSTHA,bosco samurai vikas spanish,1
083990024,Catholic Church,catholic church,1
83990109,CENTRE FOR DEVELOPMENT INITIATIVES   CDI,initiative cd,0
83780082,Children Of The World (india) Trust,child world,0
83990023,Claudine Welfare Society,claudine,0
083990166,CONGREGATION OF THE SISTERS OF St. CHARLES BORROMEO,congregation sister st charles borromeo,1
83990055,Darul Rehmat Trust,daryl rehmat,0
83990011,Dev Kripa Mandal,dev kripa mandal,0
083990073,Diocesan Trust,diocesan,1
83990056,Eternal Hope Charity Mission,eternal hope mission,0
83990240,FREEDOM FOR YOU FOUNDATION,freedom,0
83990238,Gate of Heaven Synagogue,gate heaven synagogue,0
83990032,Gnanmata Sadan Society,gnanmata sadan,0
83990044,Grama Mangal C#r.kdeole,grama mangal c r people,0
83990016,Gurudev Sidha Peeth,guard sidha teeth,0
83990223,GURUKRUPA VIKAS SANSTHA,gurukrupa vikas spanish,0
83990273,HIRKANI PARIVAR FOUNDATION,iranian private,0
83990002,Immaculata Society,immaculate,0
83990152,INDIAN WOMEN AND CHILDREN FOUNDATION,indian woman child,0
83990066,Institute For Psychological Health,institute psychological health,0
83990249,ISLAMIC SOCIAL AND CULTURAL FOUNDATION,islamic cultural,0
83990132,Jahnvis Multi Foundation,jarvis multi,0
83990071,Jana Vikas Soceity,jana vikas,0
83990136,JANTA JANARDAN PARISHAD,santa janardan parishad,0
83990135,Jeevan Asha Charitable Society,jean asha,0
83990028,Jeevan Darshan Kendra,jean darshan kendra,0
83990084,Jeevan Vikas Seva Trust,jean vikas sea,0
83990019,Ma Niketan Society,tibetan,0
083990061,Mahaneh Dan Fellowship,machine dan fellowship,1
083990231,MAHARASHTRA CARMELITE CHARITABLE SOCIETY,maharashtra carmelite,1
83990001,Maharashtra Dayanand Society,maharashtra dayanand,0
083990003,Maharashtra Holy Cross Sisters Society,maharashtra holy cross sister,1
83990059,Mukta Jivan Society,mukta jivan,0
83990159,Navjeevan Centre,navjeevan,0
83990183,Network in Thane By People Living With HIV AIDS NTP Plus,network people live hiv aid ntp plus,0
83990004,Nutan Bal Shikshan Sangh,numan bal shikshan sangh,0
83990217,Palms Care Foundation,palm care,0
83990274,PARAM PUJYA RAMANNATHJI MAHARAJ BAHUDDESHIY SEVA SANSTHA,param pujya ramannathji maharaj bahuddeshiy sea spanish,0
83990203,Parivartan Mahila Sanstha,parivartan manila spanish,0
83990213,Pragatee Foundation,propagate,0
83990215,Pragati Pratishthan,pragmatic pratishthan,0
83990207,QUALITY EDUCATION SUPPORT TRUST,quality support,0
83990259,R. P. Educational Trust,r p,0
83990138,Reach Education Action Programme (REAP),reach action programme reap,0
83780609,Resource & Support Centre For Development,resource support,0
83990010,Samaj Vikas Prakalp,samaj vikas prakalp,0
83990182,SANGOPITA A SHELTER FOR CARE,sangopita shelter care,0
83990106,SAPREM(Social Aspiration for Participatory Reforms by Evolved Manpower),share aspiration participatory reform evolve manpower,0
83990216,Saraswati Mandir Trust,saraswati mandir,0
083990103,Shanti Bhagini of Maria Sangh,shanti hang maria sangh,1
83990053,Shanti Sewa Mandal,shanti sea mandal,0
83990013,Shantivan Shetkari Seva Mandal,shantivan shear sea mandal,0
83990282,SHRAMIK MAHILA MANDAL,shrink manila mandal,0
83990178,SHREE GADHSISA JEEVSURAKSHA JAIN CHARITABLE AND RESEARCH TRUST,shree gadhsisa jeevsuraksha jain research,0
83990232,SOBTI PARENTS ASSOCIATION,sobti parent,0
83990054,Society For The Rehabilitaion Of Paraplegics,rehabilitation paraplegic,0
231650736,Sri Chaitanya Seva Trust,sri catalunya sea,0
083990041,St. Gonsalo Gracia Education Trust,st gonzalo gracia,1
083990139,ST. PAULS JEEVAN DARSHAN SANSTHA,st paul jean darshan spanish,1
083990171,ST.LAWRENCE EDUCATIONAL AND CHARITABLE TRUST,st lawrence,1
83990256,Suffah Foundation,suffah,0
83990262,SUKHAVATI FOUNDATION,sukhavati,0
83990148,Sunder Shewak Sabha,sunder shewak sabha,0
83990188,Thane Rotary Charity Trust,thane rotary,0
83990145,THANE SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,thane prevention cruelty animal,0
83990235,THE RAWJI TRUST,rawji,0
083990202,THE SOCIETY OF AROCKYA PROVINCE OF ST ANNES TIRUCHIRAPALLI,rocky province st anne tiruchirapalli,1
83990099,The Society of Canossian Sons of Charity,canossian son,0
83990275,THE TILAKNAGAR SHIKSHAN PRASARAK MANDAL,tilaknagar shikshan prasarak mandal,0
83990278,Ummeed Foundation,summer,0
83990255,Unique Educational Society,unique,0
83990287,Unnati Institute for Social and Educational Change,institute change,0
83990111,Vasai Janhit Trust,vasari gandhi,0
83990118,Vidhayak Sansad,vidhayak sansa,0
83990258,VIDYA PRASARAK MANDAL,vidya prasarak mandal,0
83990241,WAY TRUE LIFE CHARITABLE SOCIETY,way true life,0
83990277,WE NEED YOU SOCIETY,need,0
83990197,YZAD EDUCATION TRUST,azad,0
83980024,Ashwini Rural Cancer Research Relief Society,ashwini cancer research relief,0
83980080,ASTITVA SAMAJ VIKAS VA SANSHODHAN SANSTHA,austria samaj vikas va sanshodhan spanish,0
83980034,Bhakte Vimukt Jati Va Adivasi Dnyan Peeth,bhakte viktor ati va adivasi dayan teeth,0
83980030,Jnana Prabodhini,jnana prabodhini,0
83980070,KAI. SHUSHILATAI GAIKWAD MULTI OBJECT TRUST,kai shushilatai gaikwad multi object,0
83980078,PRABHA HIRA PRATISHTHAN,prabha hire pratishthan,0
83980072,Shikshan Va Krishi  Vikas Pratisthan,shikshan va kristi vikas pratisthan,0
83960077,Ajinkya Foundation  Kupwad,ajinkya kuwait,0
83960132,ALLHIND MUSLIM SAMAJIK TRUST,call muslim samurai,0
83960120,AVANI,avant,0
83960026,Baisinger Memorial Library,baisinger memorial library,0
83960069,Gram Vikas Bahuuddeshiya Sanstha,gram vikas bahuuddeshiya spanish,0
083960108,H S GRACE FOUNDATION MIRAJ,h grace minaj,1
83960063,Inst. Of Rural Credit & Enterpreneurship Development,inst credit entrepreneurship,0
83960129,MASOOMEEN EDUCATION SOCIETY,masoomeen,0
83960086,Mauli Multipurpose Charitable Society,mali multipurpose,0
83960027,Miraj Medical Centre,minaj medical,0
83960060,Navjeevan Vikas Sanstha & Navjeevan School For Mentally Retarted,navjeevan vikas spanish navjeevan school mentally restart,0
83960064,Prabhat Tara Sanstha,brabham tara spanish,0
83960057,Rugna Seva Prakalp,rugna sea prakalp,0
83960047,Sampada Grameen Mahila Sanstha,amanda grameen manila spanish,0
83960031,Sangli Industrial School,sangli industrial school,0
83960124,SHRI JYOTIRLING SHIKSHAN PRASARAK SANSTHA KHATAV,shri jyotirling shikshan prasarak spanish takata,0
83960006,The Leprosy Mission Trust,leprosy mission,0
83960041,Vadakumkara Thomas Chako Memorial Trust,vadakumkara thomas chapo memorial,0
83960002,Verala Development Society,kerala,0
83960123,Vivekanand Vaidyak Pratishthan,vivekanand vaidyak pratishthan,0
83960044,Yerala Projects Society,kerala project,0
83930225,Aalochana Cent.for Docu.& Res. On Women,aalochana cent docu res woman,0
83930749,AATMAJA  FOUNDATION,mahatma,0
83930740,ABHINAV SEVA FOUNDATION,abhinav sea,0
83930013,Action For Agricultural Renewal In Maharashtra,action agricultural renewal maharashtra,0
83930291,Action For Self-reliance Hope&awareness,action self reliance hope awareness,0
83930645,ADHAR MANDAL,azhar mandal,0
83930378,Advanced Centre for Water Resources Develoment & Management,advanced water resource management,0
83930017,Agricultural Development Trust,agricultural,0
83930427,Alumni Association of College of Engineering,alumnus college engineering,0
83930729,AMITABHA BUDDHIST SOCIETY,amitabha buddhist,0
83930027,Anand Gram Society,anand gram,0
83930101,Anand Niketan Trust,anand tibetan,0
83930412,Annapurna Mahila Mandal,annapurna manila mandal,0
83930499,Annapurna Parivar Vikas Samvardhan,annapurna private vikas samvardhan,0
83930314,Anthra Shop ,anthrax shop,0
83930313,Applied Environment Research Foundation,apply environment research,0
83930702,Aseem Foundation,seem,0
83930566,ASHESHE DWAR PRATISTHAN,asheshe war pratisthan,0
83930380,Ashta No Kai-India,ashta kai,0
83930663,ASM International Pune Chapter,asm international pune chapter,0
83930746,Avasara Leadership Institute,bavaria leadership institute,0
83930202,Bahujan Hitay,bahrain hitay,0
83930149,Baif Development Research Foundation,bail research,0
83930421,Bapu Trust for Research on Mind and Discourse,baku research mind discourse,0
083930083,Bethany Ashram,bethany ashram,1
83930389,Bhagini Nivedita Pratishthan Pune,hang nivedita pratishthan pune,0
83930676,BHANDARKAR ORIENTAL RESEARCH INSTITUTE,bhandarkar oriental research institute,0
83930294,Bharatiya Jain Sanghatana,bharatiya jain sanghatana,0
83930072,Bharatiya Samaj Seva Kendra,bharatiya samaj sea kendra,0
83930311,Bhartiya Sanskriti Darshan Trust,bharatiya sanskrit darshan,0
83930410,Bhatkya Vimukt Jati Shikshan Sanstha,bhatkya viktor ati shikshan spanish,0
83930283,Care India Medical Society,care medical,0
083930050,Carmel Vidya Bhavan,carmel vidya bhavan,1
83930483,Catalysts For Social Action,catalyst action,0
83930469,Centre for Communication and Development Studies,communication study,0
83930358,Centre For Youth Development And Activities,youth activity,0
83930288,Chaitanya,catalunya,0
83930530,Charis India Care Foundation,chris care,0
83930365,Chetana Mahila Vikas Kendra,chetana manila vikas kendra,0
83930505,CHILDRENS FUTURE INDIA PRIVATE LIMITED,childrens future private limit,0
083930086,Churches Of Christ Boys Home,church christ boys home,1
083930046,Cloistered Carmelites,cloister carmelite,1
83930399,Cochlea Pune For Hearing & Speech,cochlea pune hearing speech,0
83930646,COMMUNITY EYE CARE FOUNDATION,community eye care,0
83930606,Compassion Charitable Trust,compassion,0
83930491,COVENANT SOCIAL SERVICE,covenant,0
83930687,DADA SHYAM FOUNDATION,dada sham,0
83930632,DAKSHANA INDIA EDUCATIONAL TRUST FUND,hashanah fund,0
83930029,De Nobili College,de nobili college,0
83930319,Deccan Education Society,deccan,0
83930134,Deep Griha Society,deep griha,0
83930514,DEEPGRUH FOUNDATION,deepgruh,0
83930004,Development Support Team,support team,0
083930208,Discuple Community Church,disciple community church,1
083930108,Divine Word Seminary,divine word seminary,1
083930025,Don Bosco School,bosco school,1
083930444,Don Bosco Vyawasaik Prashikshan Kendra,bosco vyawasaik prashikshan kendra,1
83930583,DR ANJALI MORRIS EDUCATION AND HEALTH FOUNDATION,dr anjali morris health,0
83930601,Dr D Y Patil Vidyapeeth Society,dr patil vidyapeeth,0
83930345,Dr. Manohar Dole Medical Foundation,dr manohar dole medical,0
83930433,Dr.Nanasaheb Parulekar Sakal Charity Trust,dr nanasaheb parulekar saka,0
83930281,Econet,econet,0
83930569,ECOSAN SERVICES FOUNDATION,second service,0
083930067,Education Endowment Trust of Union biblical Seminary,endowment union biblical seminary,1
83930543,ENTREPRENEURSHIP DEVELOPMENT CENTER,entrepreneurship center,0
83930698,ENVIRONMENT CONSERVATION ASSOCIATION,environment conservation,0
83930651,EQUAL COMMUNITY FOUNDATION,equal community,0
83930539,Foundation for Initiatives in Development and Education for All (IDEA),initiative idea,0
83930611,Friends Union For Energising Lives FUEL,friend union energise life fuel,0
83930452,Good Samaritan,good samaritan,0
083930390,Good Shepherd Homes,good shepherd home,1
083930189,Grace To India,grace,1
83930141,Gram Gaurav Pratishthan,gram gaurav pratishthan,0
83930623,GREEN TARA FOUNDATION,green tara,0
83930660,GTT Foundation,gtt,0
83930685,Guruji Education Foundation,guruji,0
83930580,HELPLIFE,helplife,0
83930280,Hemophila Society Of Maharashtra,hemophila maharashtra,0
083930162,Hindustani Convent Church Education Fund,hindustani convent church fund,1
83930312,Holistic Child Development India,holistic child,0
83930739,HOPE FOR THE CHILDREN FOUNDATION,hope child,0
83930065,Human Organ.for Pioneering In Education,human organ pioneer,0
083930691,IMMANUEL FOUNDATION,immanuel,1
083930099,India Bible Training Institute,bible training institute,1
83930300,Indian Law Society,indian law,0
83930324,Institute For The Study Of Religion,institute study religion,0
83930482,Integrity Foundation,integrity,0
83930383,Inter University Centre for Asstronomy and Astrophysics(IUCAA),inter university astronomy astrophysics canal,0
83930221,International Leprosy Union,international leprosy union,0
83930471,International Society for Krishna Consciousness (ISKON),international krishna consciousness iskon,0
83930074,Investment In Man Trust,investment man,0
83930713,ISHANYA FOUNDATION,krishna,0
83930030,Ishaprema Niketan,ishaprema tibetan,0
83930352,Jagruti Seva Sanstha,jagruti sea spanish,0
83930750,JAIN SOCIAL GROUP - EDUCON,jain group second,0
83930630,Jambudvipa,jambudvipa,0
83930742,JANAHIT PRATISHTHAN,anaheim pratishthan,0
83930273,Jankalyan Raktapedhi,jankalyan raktapedhi,0
83930355,Jankidevi Bajaj Gram Vikas Sanstha,jankidevi bajaj gram vikas spanish,0
83930121,Jeevan Jyot Mandal,jean jyot mandal,0
083930573,Jesus Is Lord Church Trust,jesus lord church,1
83930070,Jnana Deepa  Institute of Philosophy and Theology  Pune,jnana deepa institute philosophy theology pune,0
83930018,JNANA PRABODHINI,jnana prabodhini,0
83930186,Jnana Prabodhini Samshodhan Sanstha,jnana prabodhini samshodhan spanish,0
83930011,Junnar Boys' Home,gunnar boys home,0
83930295,Kaivalyadhama S.m.y.m. Samiti,kaivalyadhama samiti,0
83930431,KALPAVRIKSH,kalpavriksh,0
83930119,Kamayani Prashikshan and Sanshodhan Society,ramayana prashikshan sanshodhan,0
83930368,Kannada Sangha,kannada sangha,0
83930627,Kashtakari Panchayat,kashtakari panchayat,0
83930147,Kem   Hospital Research Centre,kem hospital research,0
83930037,King Edward Memorial Hospital Society,king edward memorial hospital,0
083930615,KIRAN CHRISTIAN WELFARE AND REHABILITATION FOUNDATION,kiran christian rehabilitation,1
83930720,KRANTIKARI MAHILA SAMAJIK SANSTHA,krantikari manila samurai spanish,0
83930335,Lata Mangeshkar Medical Foundation,lata mangeshkar medical,0
83930560,LEND A HAND INDIA,lend hand,0
83930535,Lila Poonawalla Foundation,lila poonawalla,0
83930028,Love Maharashtra,love maharashtra,0
83930157,Mah.social Housing Action League,mah housing action league,0
